,quality_score,view_certificate_1,view_certificate_2,,,,,Country of Origin,Farm Name,Lot Number,Mill,ICO Number,Company,Altitude,Region,Producer,Number of Bags,Bag Weight,In-Country Partner,Harvest Year,Grading Date,Owner,Variety,Status,Processing Method,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Uniformity,Clean Cup,Sweetness,Overall,Defects,Total Cup Points,Moisture,Category One Defects,Quakers,Color,Category Two Defects,NA,Expiration,Certification Body,Certification Address,Certification Contact,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,Embeddable Image,Cupping Protocol and Descriptors,,,,,Vietnam,Apollo Estate,Apollo Washed (2) 2019,Dry Mill,,"Sunvirtue Co., Ltd.",1040,Dalat,"Yeh, Li Chuan",1,2 kg,Specialty Coffee Association,2019,"March 10th, 2020","Sunvirtue Co., Ltd.",Catimor,Completed,Washed / Wet,7.58,7.75,7.58,7.58,7.83,7.92,10.0,10.0,10.0,7.83,0.0,84.08,13 %,0 full defects,0,Bluish-Green,0 full defects,,"March 10th, 2021",Specialty Coffee Association,"117 W 4th St, Suite 300 Santa Ana, CA 92701",Sheila Magno - 562-999-3164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,View Green Analysis Details,Request a Sample,Species Arabica,"Owner Sunvirtue Co., Ltd.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,Embeddable Image,Cupping Protocol and Descriptors,,,,,Burundi,GISHA,1150,BUDECA,27/01,BUGESTAL,1666,Ngozi,BUGESTAL,320,60 kg,Kenya Coffee Traders Association,2020,"August 18th, 2020",BUGESTAL SPRL,Bourbon,Completed,Washed / Wet,7.58,7.75,7.75,7.67,7.83,7.75,10.0,10.0,10.0,7.75,0.0,84.08,10 %,0 full defects,0,Green,1 full defects,,"August 18th, 2021",Kenya Coffee Traders Association,"P.O. Box 646 00100Nairobi, Kenya",Benson Kibicho Kamau - +254 786 821 621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,View Green Analysis Details,View Photos,Request a Sample,Species Arabica,Owner BUGESTAL SPRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,Embeddable Image,Cupping Protocol and Descriptors,,,,,"Tanzania, United Republic Of",Ruanda Amcos,SSTZ-65314/TN968,Mbozi Coffee Curing,033/100/063,Kenyacof,1700,Songwe,Ruanda Amcos,30,60 kg,Kenya Coffee Traders Association,2019,"March 6th, 2020",Daniel Magu,Bourbon,Completed,Washed / Wet,8.17,7.67,7.5,7.67,7.75,7.67,10.0,10.0,10.0,7.67,0.0,84.08,12 %,0 full defects,0,Green,4 full defects,,"March 6th, 2021",Kenya Coffee Traders Association,"P.O. Box 646 00100Nairobi, Kenya",Benson Kibicho Kamau - +254 786 821 621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,View Green Analysis Details,Request a Sample,Species Arabica,Owner Daniel Magu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,Embeddable Image,Cupping Protocol and Descriptors,,,,,Guatemala,,1567454,Beneficio Central - EFICO,011-030-575,Nestle Nespresso SA,1600,Fraijanes,,275,69 kg,NKG Quality Service (a division of Bernhard Rothfos Intercafé AG),2019,"November 4th, 2020",Alexis Rodriguez,Other,Completed,Washed / Wet,8.08,7.83,7.67,7.67,7.42,7.67,10.0,10.0,10.0,7.67,0.0,84.0,11 %,1 full defects,2,Other,4 full defects,,"November 4th, 2021",NKG Quality Service (a division of Bernhard Rothfos Intercafé AG),Bahnhofstrasse 22,Gloria Pedroza - +41417287296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,View Green Analysis Details,Request a Sample,Species Arabica,Owner Alexis Rodriguez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,Embeddable Image,Cupping Protocol and Descriptors,,,,,Honduras,La Guama,116,BON CAFE S. A.,13-115-42,Bon cafe s.a,1450,LA PAZ,NAHUN EDGARDO FLORES GAMEZ.,275,69 kg,Instituto Hondureño del Café,2019,"January 9th, 2020",Marco tulio fuentes lobo,Catuai,Completed,Washed / Wet,7.75,7.83,7.5,7.75,7.75,7.67,10.0,10.0,10.0,7.75,0.0,84.0,10 %,0 full defects,1,Green,3 full defects,,"January 8th, 2021",Instituto Hondureño del Café,"Laboratorio de Control de Calidad de Café ( CNCC), 33 Calle, 1-2 Avenida, Sector El Cacao. San Pedro Sula, Cortes",Ramon Reyes - + 504 9693-9042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,View Green Analysis Details,Request a Sample,Species Arabica,Owner Marco tulio fuentes lobo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,Embeddable Image,Cupping Protocol and Descriptors,,,,,Guatemala,Not Specificated,11/63/712,Dry Mill of Exportcafe,,Marubeni Corporation,1300-1800,Guatemala Huehuetenango,"Exportcafe, S.A.",275,69 kg,Japan Coffee Exchange,2020,"September 1st, 2020",Ikuto Uehara,Other,Completed,Washed / Wet,7.92,7.75,7.58,7.75,7.5,7.75,10.0,10.0,10.0,7.67,0.0,83.92,12 %,0 full defects,1,Green,0 full defects,,"September 1st, 2021",Japan Coffee Exchange,"〒413-0002 静岡県熱海市伊豆山１１７３−５８ 1173-58 Izusan, Atami, Shizuoka, 413-0002 JAPAN",松澤　宏樹　Koju Matsuzawa - +81(0)9085642901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,View Green Analysis Details,Request a Sample,Species Arabica,Owner Ikuto Uehara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,Embeddable Image,Cupping Protocol and Descriptors,,,,,Colombia,EL PRADO,3-59-02703,NEIVA,3-59-2703,carcafe ltda,442,HUILA,FRANKLIN DUSSAN,200,29 kg,ASOCIACIÓN COLOMBIANA PARA LA EXCELENCIA DEL CAFE,2020,"October 2nd, 2020",rodrigo amaya,Caturra,Completed,Washed / Wet,7.83,7.67,7.58,7.83,7.83,7.67,10.0,10.0,10.0,7.42,0.0,83.83,10.5 %,0 full defects,1,Green,1 full defects,,"October 2nd, 2021",ASOCIACIÓN COLOMBIANA PARA LA EXCELENCIA DEL CAFE,calle 70a #7-82 of. 602,Gabriela Salcedo - 3186238650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,View Green Analysis Details,Request a Sample,Species Arabica,Owner rodrigo amaya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,Embeddable Image,Cupping Protocol and Descriptors,,,,,Honduras,Not specificated,13/186/048,Dry Mill of Safracafe,13/186/048,Marubeni Corporation,1200-1500,Honduras Copan,Aprocafesca,285,69 kg,Japan Coffee Exchange,2020,"October 27th, 2020",Ikuto Uehara,Other,Completed,Washed / Wet,7.75,7.75,7.75,7.67,7.5,7.67,10.0,10.0,10.0,7.75,0.0,83.83,11.5 %,0 full defects,1,Green,2 full defects,,"October 27th, 2021",Japan Coffee Exchange,"〒413-0002 静岡県熱海市伊豆山１１７３−５８ 1173-58 Izusan, Atami, Shizuoka, 413-0002 JAPAN",松澤　宏樹　Koju Matsuzawa - +81(0)9085642901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,View Green Analysis Details,Request a Sample,Species Arabica,Owner Ikuto Uehara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,Embeddable Image,Cupping Protocol and Descriptors,,,,,Guatemala,LAS ROSAS,415000557,,11-63-1257,"RETRILLAS DEL PACIFICO, S. A.",1500,HUEHUETENANGO,ROLANDO BELARMINO VILLATORO VILLATORO,275,69 kg,Asociacion Nacional Del Café,2020,"July 7th, 2020",Byron Gonzalez,Bourbon,Completed,Natural / Dry,7.5,7.92,7.58,7.58,7.67,7.75,10.0,10.0,10.0,7.83,0.0,83.83,11 %,0 full defects,1,Green,4 full defects,,"July 7th, 2021",Asociacion Nacional Del Café,"5a Calle 0-50, Zona 14 Guatemala City, Guatemala 1014",Brayan Cifuentes -,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,View Green Analysis Details,Request a Sample,Species Arabica,Owner Byron Gonzalez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,Embeddable Image,Cupping Protocol and Descriptors,,,,,"Tanzania, United Republic Of",Ruanda Amcos,SSTZ-63517/TN951,Mbozi Coffee Curing,033/100/047,Kenyacof,1700,Songwe,Ruanda Amcos,300,60 kg,Kenya Coffee Traders Association,2019,"January 29th, 2020",Daniel Magu,Bourbon,Completed,Washed / Wet,8.33,7.67,7.5,7.42,7.58,7.67,10.0,10.0,10.0,7.67,0.0,83.83,13 %,0 full defects,7,Green,4 full defects,,"January 28th, 2021",Kenya Coffee Traders Association,"P.O. Box 646 00100Nairobi, Kenya",Benson Kibicho Kamau - +254 786 821 621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,View Green Analysis Details,Request a Sample,Species Arabica,Owner Daniel Magu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,Embeddable Image,Cupping Protocol and Descriptors,,,,,Ethiopia,Zenash,0517,TRACON TRADING PLC,010/0148/0517,Mr.Brown Cafe,1943,Ethiopia Guji Uraga Solomo,TRACON TRADING PLC,267,60 kg,Blossom Valley International宸嶧國際,2020,"August 25th, 2020",MR.BROWN CAFE,Ethiopian Heirlooms,Completed,Washed / Wet,7.83,7.75,7.67,7.58,7.58,7.67,10.0,10.0,10.0,7.75,0.0,83.83,11 %,0 full defects,0,Green,0 full defects,,"August 25th, 2021",Blossom Valley International宸嶧國際,No.72 Mo-Fan St. Taiwan Zip: 403,Damon Chen陳嘉峻 - +886423022323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,View Green Analysis Details,Request a Sample,Species Arabica,Owner MR.BROWN CAFE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,Embeddable Image,Cupping Protocol and Descriptors,,,,,Costa Rica,Beneficio Montañas del Diamante,10373-01,Beneficio Montañas del Diamante,5-0025-0147,"CECA,S.A.",1848,Tarrazú,Martín Gutierrez,200,69 kg,Specialty Coffee Association of Costa Rica,2020,"April 17th, 2020","CECA, S.A.",Caturra,Completed,Washed / Wet,7.75,7.67,7.67,7.42,7.83,7.67,10.0,10.0,10.0,7.83,0.0,83.83,10 %,0 full defects,2,Green,5 full defects,,"April 17th, 2021",Specialty Coffee Association of Costa Rica,"Blvd Rohrmoser, de Prisma Dental 200 norte y 25 oeste, casa 21",Noelia Villalobos - (506) 2220 0685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,View Green Analysis Details,Request a Sample,Species Arabica,"Owner CECA, S.A.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,Embeddable Image,Cupping Protocol and Descriptors,,,,,Colombia,Federación Nacional de Cafeteros de Colombia,3/01/11613,Federación Nacional de Cafeteros de Colombia,3/01/11613,JAPAN,1700,Huila,Federación Nacional de Cafeteros de Colombia,275,70 kg,Japan Coffee Exchange,2019,"October 27th, 2020",Yukinobu Ueda,Caturra,Completed,Washed / Wet,7.67,7.58,7.67,7.75,7.75,7.75,10.0,10.0,10.0,7.58,0.0,83.75,12 %,0 full defects,1,Bluish-Green,0 full defects,,"October 27th, 2021",Japan Coffee Exchange,"〒413-0002 静岡県熱海市伊豆山１１７３−５８ 1173-58 Izusan, Atami, Shizuoka, 413-0002 JAPAN",松澤　宏樹　Koju Matsuzawa - +81(0)9085642901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,View Green Analysis Details,Request a Sample,Species Arabica,Owner Yukinobu Ueda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,Embeddable Image,Cupping Protocol and Descriptors,,,,,Guatemala,LA BURBUJA,415000445,,11-63-848,"RETRILLAS DEL PACIFICO, S. A.",1500,HUEHUETENANGO,MARISSA JUDITH HERRERA VILLATORO,200,69 kg,Asociacion Nacional Del Café,2020,"July 6th, 2020",Byron Gonzalez,Bourbon,Completed,Natural / Dry,7.58,7.92,7.5,7.58,7.67,7.67,10.0,10.0,10.0,7.83,0.0,83.75,11 %,0 full defects,1,Green,7 full defects,,"July 6th, 2021",Asociacion Nacional Del Café,"5a Calle 0-50, Zona 14 Guatemala City, Guatemala 1014",Brayan Cifuentes -,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,View Green Analysis Details,Request a Sample,Species Arabica,Owner Byron Gonzalez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,Embeddable Image,Cupping Protocol and Descriptors,,,,,Guatemala,ALTA LUZ,415000544,,11-63-1073,"RETRILLAS DEL PACIFICO, S. A.",1400,HUEHUETENANGO,MARIA DE LOS ANGELES PEREZ,100,69 kg,Asociacion Nacional Del Café,2020,"July 7th, 2020",Byron Gonzalez,Bourbon,Completed,Natural / Dry,7.58,7.92,7.58,7.58,7.67,7.58,10.0,10.0,10.0,7.75,0.0,83.67,11 %,0 full defects,1,Green,6 full defects,,"July 7th, 2021",Asociacion Nacional Del Café,"5a Calle 0-50, Zona 14 Guatemala City, Guatemala 1014",Brayan Cifuentes -,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,View Green Analysis Details,Request a Sample,Species Arabica,Owner Byron Gonzalez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
